id,artist_id,album_title,genre,year_of_pub,num_of_tracks,num_of_sales,rolling_stone_critic,mtv_critic,music_maniac_critic
4300,1453,Morocco,Latino,2004,3,455876,3.0,1.0,2.0
4301,2263,Falling Lemon Loves In the Sky,Indie,2010,5,890599,1.5,4.5,2.0
4302,39523,London Spaghetti Is Independent,Brit-Pop,2006,11,616803,3.5,3.5,3.0
4303,4807,Bertie-Face,Gospel,2017,13,6980,2.0,2.0,1.5
4304,48800,In the Sky Escape Bangladesh Clam,Death Metal,2016,12,448223,0.5,2.0,3.0
4305,36859,Son In the Sky At Home,Lounge,2006,10,4718,1.5,4.5,2.5
4306,11068,Tiger Huge Social Worker Porcupine Deaf,Jazz,2013,4,513598,5.0,1.5,3.0
4307,37054,Maximus Competitive Dramatic Lucky Headless Chicken,K-Pop,2009,7,186097,2.0,1.5,4.5
4308,23891,Don't Touch My Fucile,Western,2011,14,914061,3.0,3.0,4.0
4309,38456,Morbido,Blues,2009,12,951926,4.0,2.0,4.5
4310,11864,Manager Past,Latino,2010,7,988173,1.0,3.5,1.0
4311,47907,Life Of A Queen,Retro,2016,8,166177,0.5,2.0,0.5
4312,18569,Aggressive Good,Deep House,2013,7,857144,4.0,1.0,2.0
4313,28818,Clam The Follow You are My Turkmen,Boy Band,2005,11,328463,3.0,3.5,4.0
4314,5414,My Old Seat Tata Motors Seafood,Pop-Rock,2008,2,191882,5.0,3.5,5.0
4315,43085,Slovak Guitar Italian Sky My,Death Metal,2006,3,455113,4.5,4.5,5.0
4316,3110,General Motors Soups,Rap,2007,4,156555,1.5,0.5,3.5
4317,26525,Unfair Mix Fiat Aware,Death Metal,2003,13,397488,0.5,5.0,0.5
4318,41885,Of Rock Dark Red,Latino,2006,11,862993,3.0,0.5,4.0
4319,32066,Scarecharming Tamil,Techno,2015,6,172464,1.5,1.0,4.0
4320,10881,Nervous Bangla Too Much,Metal,2000,4,865470,1.0,3.0,3.5
4321,48904,Light Rich Hyundai Lexus Are You My,Ambient,2006,12,23460,2.0,3.0,4.0
4322,1756,Robbers Historical Gentle Conscious Indonesia,Blues,2000,9,534691,3.0,2.0,0.5
4323,1690,Headless American Chicken Too Cool,Holy Metal,2016,3,722247,3.0,3.5,4.0
4324,26563,Arrange Obvious,Indie,2000,9,212077,4.0,4.0,3.5
4325,14406,Show,Jazz,2007,14,6360,2.0,0.5,2.5
4326,16931,Zinc Of Lover,Holy Metal,2009,6,882280,5.0,1.5,4.5
4327,26470,My Big Huge Piece Of Fiat,Punk,2009,5,693928,3.5,5.0,2.5
4328,3238,Sufficient Miss Significant Hear Next to,Compilation,2009,8,510951,1.0,5.0,5.0
4329,21719,Support Latter Story of,Lounge,2006,2,934579,0.5,2.0,0.5
4330,6275,Young Signorino,Latino,2002,2,787443,3.0,0.5,3.5
4331,16204,I'm Shame I'm Gonna Sew on Which Side Bread Is Buttered Mathematician,Lounge,2004,13,749766,2.5,2.0,3.0
4332,38418,La Moglie Of TOP Is Soprattutto,K-Pop,2010,11,386629,0.5,1.0,1.5
4333,17209,Crying for the Realistic,Indie,2016,8,861537,5.0,0.5,2.0
4334,22789,Manager Permit Scare Available I Ain't No,Latino,2017,7,984333,2.0,3.5,1.5
4335,879,Next to Geese,Jazz,2005,11,44401,2.0,4.5,0.5
4336,783,Trick Hook,Parody,2004,13,772518,1.5,3.0,2.0
4337,31821,BMW,Latino,2018,7,544842,1.5,4.5,3.0
4338,22755,India Hunter Jerboa,Pop-Rock,2006,3,916922,3.0,3.5,3.5
4339,27798,Black Miss,Death Metal,2013,5,687913,0.5,3.0,1.5
4340,29607,Huge,Black Metal,2001,5,497094,3.5,1.0,1.0
4341,459,Sports Embarrassed Support,Boy Band,2001,7,758470,3.0,3.0,3.5
4342,30829,Forever Useful Daihatsu Upside Down Hot,Blues,2002,11,955613,4.5,2.0,2.0
4343,13207, Toyota Colouring,Rap,2009,9,626832,2.5,4.5,4.0
4344,28974,Honored Abuse,Parody,2014,7,681070,0.5,5.0,3.0
4345,27881,Just For Iran Darkness of Audi,Indie,2003,6,645504,3.5,1.0,3.0
4346,32090,You Ugly Maintenance & Repair Worker First to,Techno,2016,14,426252,2.0,4.0,0.5
4347,19639,My Big Huge Piece Of Fiat,Punk,2001,3,507410,1.0,2.5,3.5
4348,31007,Vicuna,Punk,2012,13,146207,0.5,1.5,3.0
4349,39021,Angry Stand Tiny Huge Search,Indie,2008,8,313083,3.5,0.5,2.5
4350,8590,Carrot For The Galileo,Trap,2011,7,964421,0.5,2.0,2.0
4351,49368,I Ain't No Cuddly Pasta Polish,Dance,2001,3,122411,2.5,3.5,0.5
4352,4043,Dancing Fluffy Loves Sweden,Lounge,2004,9,645615,2.5,4.0,2.5
4353,32105,Call me Cat Moneyless That Doggies,Folk,2004,4,101110,3.0,1.5,1.5
4354,12248,Purple The Baddest Female Dark Red Would You Like To Be,Indie,2008,15,69078,2.0,2.5,4.5
4355,35486,Of Love Huge,Progressive,2011,12,853004,3.5,4.5,2.0
4356,16792,Anteater,Indie,2017,4,563483,3.5,5.0,2.0
4357,39542,I Ain't No Dacia Of Love Lover,Pop,2005,3,711278,1.0,1.0,5.0
4358,8269,Majestic kneel Fish,Rap,2011,11,336539,3.0,5.0,4.0
4359,39768,Calamity Jane,Rap,2009,2,553297,1.5,5.0,0.5
4360,19045,Fountain Of Blood Running From Pasta,Black Metal,2009,7,827689,2.0,1.5,2.0
4361,28181,Sudden,Gospel,2013,3,453806,2.5,2.0,1.5
4362,18885,Administrative Bison Escuchame First to Califiornia,Latino,2007,4,453055,3.0,3.0,5.0
4363,36272,Little They Were Secretive,Pop,2007,4,205048,3.0,0.5,3.5
4364,30153,Connect Is as Vauxhall,Dance,2000,2,507783,4.5,5.0,2.0
4365,6857,The Queen That Doggies,Trap,2005,11,895179,3.0,3.5,1.5
4366,38478,I Ain't No Dacia Of Love Lover,Pop,2005,10,474107,1.5,4.0,2.5
4367,17483,Of Love,Deep House,2016,7,249140,2.0,0.5,1.0
4368,39802,Shaggy,Latino,2003,6,940086,1.5,2.0,4.0
4369,7761,Miami Obasan Mangiato Worker,Techno,2015,13,105689,2.0,1.0,2.5
4370,2831,More Miss Just For ME,Rock,2004,10,80397,3.5,5.0,3.5
4371,21927,Fade Willing Miss Zeus Down,Punk,2016,2,306903,1.0,3.5,3.5
4372,47244,Shy Son Gonna Muddy Jollar,Pop,2005,8,267741,2.5,3.0,0.5
4373,38875,Psychedelic,Boy Band,2000,7,25918,4.5,4.5,2.5
4374,3956,Psychological,Lounge,2015,14,267865,3.0,3.0,2.5
4375,5210,Bless Story of Sweden,Pop-Rock,2012,9,955175,3.5,3.5,0.5
4376,43555,Allegoric Turkey Chicken,Rap,2007,3,179603,4.5,0.5,5.0
4377,28778,Uzbekistan As In the Sky Kenworth,Pop,2011,10,924849,2.5,2.5,5.0
4378,48825,Desserts Renault,Ambient,2013,3,328399,1.5,3.5,3.5
4379,9731,Electrical Fire Scream,Live,2010,13,315427,3.5,2.5,4.0
4380,22052,I'm Island Sa’idi Chichen,Latino,2008,15,805838,2.0,3.0,4.0
4381,20303,Chevrolet Pakistan Wipe Geese,Pop,2000,9,589861,1.0,1.0,4.0
4382,14736,Realistic Rupert Llama,Blues,2010,13,127669,4.5,5.0,3.5
4383,23887,Cool,Brit-Pop,2012,14,45920,3.0,2.5,5.0
4384,13271,Forgive Various Dark Turquoise,Pop-Rock,2019,9,247287,4.0,4.5,5.0
4385,23926,Plate Nepal Wand Life,J-Rock,2013,14,642555,2.5,3.0,4.0
4386,47233,Bangladesh,Pop,2001,2,677673,0.5,1.5,0.5
4387,14166,Sing Of Love Throw Me Deafening Architect,Live,2014,13,659028,3.5,0.5,0.5
4388,4663,Useful Turkmen,Lounge,2015,13,651444,3.5,1.5,2.0
4389,4647,Salads,Retro,2018,6,538282,1.0,5.0,4.5
4390,48220,Purple Big Dreamed Tiger,Indietronica,2014,11,863433,0.5,1.5,0.5
4391,30569,Computer Systems Obviously Loves Find,Indie,2015,11,522848,3.5,3.0,2.0
4392,11999,Question To Death Bahasa Muddy,Live,2014,4,786006,3.5,4.0,2.5
4393,37713,Volvo Loves,Indie,2003,14,191195,3.5,2.5,3.0
4394,24034,I Ain't No Dacia Of Love Lover,Pop,2003,7,889385,4.0,2.5,3.5
4395,43592,Allegoric Turkey Chicken,Rap,2004,6,848673,0.5,0.5,3.0
4396,6095,Sandwiches Spine,Punk,2012,14,751254,1.0,1.5,5.0
4397,9320,Maximus Kia Hills Veterinarian,Electro-Pop,2008,8,48652,2.5,3.0,0.5
4398,1239,Fierce Bosnian,Ambient,2007,13,625051,3.0,2.0,4.0
4399,19852,Living On A Prayer Financial Federal Belief,Metal,2014,4,953037,2.5,4.5,4.5
4400,2132,Suspend Brawny Stick Willing,Retro,2016,13,724614,1.5,1.5,2.5
4401,844,Turkey,Metal,2008,7,300850,0.5,5.0,5.0
4402,39808,Educational Smart Italy Panda Elementale,Punk,2006,11,967507,3.5,1.0,4.0
4403,34717,My Beautiful Ponch,Blues,2004,14,67727,4.0,4.0,0.5
4404,36297,Citroën Additional Diagnostic,Brit-Pop,2001,8,132657,0.5,0.5,3.5
4405,38511,Matteo Enemy Ferrari Skoda,J-Rock,2014,8,189358,2.5,1.0,2.5
4406,16059,Rare Sorry The Queen,J-Rock,2018,2,381089,3.0,3.0,5.0
4407,38422,Financial In the Sky Soprattutto Human Nice,Rap,2007,11,56369,1.0,2.0,0.5
4408,3614,Orange,Indie,2017,14,579591,2.0,0.5,2.5
4409,10627,Majestic Psychedelic Lizard Sound,Progressive,2012,11,815256,0.5,4.0,4.5
4410,47652,Spread Manager Time Hey Jason,Unplugged,2016,13,312969,3.0,1.5,3.0
4411,46273,Play Dental Hygienist,Latino,2018,3,890661,0.5,2.5,5.0
4412,15366,Saudi Lovers Cute Sick,Death Metal,2013,7,902427,4.0,4.0,4.5
4413,19798,Incredible Boy South Levantine Robbers,Boy Band,2012,15,23259,2.0,3.0,3.5
4414,34055,Try,Pop-Rock,2003,6,796498,3.5,5.0,3.0
4415,27060,Social Worker Computer Systems Orange,J-Rock,2003,5,588218,2.0,4.0,2.0
4416,18652,Sudden Interesting Spine Colouring,Pop-Rock,2016,11,263545,1.0,2.0,1.0
4417,35613,Adventure of the Effect Escape Incredible,Pop-Rock,2018,8,549591,5.0,2.0,3.5
4418,27116,Former Shaggy Mongolia Better Tree,Hard Rock,2015,6,418811,4.0,2.5,3.5
4419,5965,Cashier Malay Arms,Compilation,2008,6,272261,5.0,0.5,2.0
4420,46008,Weak,Pop,2015,8,112327,5.0,4.5,2.5
4421,20397,Stick Boys,Folk,2006,11,225360,2.0,0.5,4.0
4422,9288,Guttural Purple Humans The Queen Suspend,Alternative,2001,14,836226,5.0,1.0,3.0
4423,35009,Medalion Miami Dream,Retro,2010,15,662501,3.0,3.5,1.0
4424,2695,Dolls,Techno,2000,3,357328,5.0,3.0,2.5
4425,42034,Gonna,Live,2015,9,841978,4.5,1.5,1.5
4426,33806,Gentle Magenta,Indie,2010,13,136467,3.5,1.0,3.5
4427,13943,Morgan,J-Rock,2005,6,926422,4.5,4.5,4.0
4428,45388,Wooden Crying for the,Lounge,2014,13,42322,4.5,1.5,3.5
4429,2686,Subaru,K-Pop,2003,2,902451,3.0,2.0,4.0
4430,46337,Morgan,Pop,2002,13,546837,3.5,4.5,0.5
4431,35496,Desperate,Pop,2018,9,267479,2.5,1.5,1.5
4432,11275,Reasonable Sunshine Escuchame Annoying,Pop-Rock,2008,7,637948,1.0,1.0,1.5
4433,5309,My Beautiful Ponch,Blues,2019,4,478554,2.0,3.0,0.5
4434,22169,Hope Summer,Pop-Rock,2001,8,864634,3.0,2.5,0.5
4435,37162,Poland,Punk,2011,12,797295,2.0,3.5,5.0
4436,15949,Make It Algerian Sew on Which Side Bread Is Buttered Serious,Metal,2009,2,217410,4.0,3.0,3.5
4437,21176,Manana Banana Mama,Latino,2017,5,885907,3.0,1.0,3.0
4438,15526,Dark Ultra So Long my,Pop-Rock,2002,14,227765,3.5,3.5,1.0
4439,1677,Historical Slovak Manager Miami Dream,Unplugged,2007,5,935575,4.0,4.5,3.0
4440,38691,Manana Banana Mama,Latino,2001,6,253994,2.0,1.5,0.5
4441,48557,Intelligent Vanuatu,Jazz,2001,13,260573,5.0,2.0,3.0
4442,9593,Coati kill,Indietronica,2019,6,910391,4.0,2.0,4.5
4443,297,Form Dolphins Forgive Make It,Death Metal,2018,6,242292,4.0,5.0,0.5
4444,38338,French Gabby Tetum Matter,Rap,2003,5,231974,3.0,1.0,1.0
4445,4604,Available Indonesia Global Intelligent Gonna,Punk,2008,7,841839,1.0,4.0,5.0
4446,20266,Falling Lemon Loves In the Sky,Indie,2009,8,726823,2.5,4.0,4.0
4447,29857,Dragon Architect,Rap,2019,9,892654,4.0,4.0,4.0
4448,18523,Infiniti,Dance,2013,8,566664,1.0,3.0,3.0
4449,18948,Purple Big Dreamed Tiger,Indietronica,2006,11,475151,2.0,3.0,3.5
4450,43716,Silence Size,Latino,2011,4,807647,3.5,3.0,4.5
4451,32017,Of Love Miss Johnson Mix,Live,2000,6,360213,3.5,5.0,4.0
4452,24977,White Conscious Substance,Dance,2006,9,434992,4.0,4.0,1.5
4453,45178,Don't You Large Coach Humans Of Love,Progressive,2005,7,880948,0.5,2.0,2.0
4454,27968,Jerboa Civil Available In the Sky Future,Indie,2004,12,314938,1.5,4.0,5.0
4455,31052,Economist Llama Gan,Techno,2004,3,792879,4.5,3.5,3.0
4456,42174,Mind Hey Jason Arabic Sick,Alternative,2017,11,269960,4.5,0.5,0.5
4457,44073,Sunshine Eyed Girl,Boy Band,2011,11,25478,2.5,4.5,4.0
4458,49072,Hysterical That's my,Brit-Pop,2000,11,707960,3.0,3.0,3.0
4459,39870,Lovers Butter,Progressive,2007,10,555163,1.0,4.0,2.0
4460,25463,Event Planner Cute,Pop-Rock,2019,9,853702,2.0,4.5,4.0
4461,49270,Overflow For my Antique White Diagnostic,Black Metal,2012,6,201737,2.0,2.0,1.5
4462,48755,Praying the Silence,Ambient,2001,3,438818,1.0,5.0,3.0
4463,33637,The First Thunder Morbido,Death Metal,2001,12,639115,2.0,3.5,1.5
4464,15238,Legal Information,Indie,2019,10,495237,0.5,4.0,5.0
4465,40329,Computer Army Is Rhinoceros Greed,Gospel,2000,14,772750,1.0,4.0,2.0
4466,5800,Subaru,Rap,2001,11,655851,2.5,1.0,1.0
4467,40837,Good Icer Morgan Financial,K-Pop,2015,9,171072,3.5,2.5,3.5
4468,2687,Elk Come On First to Critical,Ambient,2019,7,32060,0.5,3.5,4.5
4469,25154,Tosk Existing Country Swedish Spanish,Pop,2007,2,37587,5.0,0.5,5.0
4470,29969,Arabia Alligator,Latino,2006,5,86725,3.5,4.0,0.5
4471,23443,Friendly Direful,Rap,2012,7,693414,4.5,1.0,3.0
4472,33047,Dragon Shame Beautiful People Bless Afraid,Jazz,2016,11,280744,3.5,5.0,0.5
4473,33747,Manana Banana Mama,Latino,2014,7,337545,1.0,4.5,3.0
4474,42565,Bulgarian Summer Penniless,Rap,2011,14,955546,4.0,4.5,1.0
4475,31414,Sheep Egypt Familiar You Look Like,Alternative,2016,11,511589,3.5,3.0,1.5
4476,33155,Conscious Georgian Reloaded,Jazz,2002,9,624948,3.0,3.0,1.5
4477,13315,Purple Big Dreamed Tiger,Indietronica,2001,8,152622,3.5,1.5,2.0
4478,17239,Scream,Indie,2005,2,598707,1.5,3.0,0.5
4479,3519,Psychologist Lovers Sudden,Indie,2005,2,501343,5.0,5.0,1.5
4480,13797,Mad Tiny Of Love Psychologist Discovery,Folk,2002,2,88892,4.0,2.5,2.5
4481,31501,South Levantine,Techno,2001,9,851629,3.0,2.0,4.0
4482,30712,Territory,Alternative,2004,10,751127,2.0,4.5,2.5
4483,17558,Don't Touch My Fucile,Western,2009,7,162389,5.0,3.0,0.5
4484,25345,Relax Better Invention FAW,Rap,2012,12,461240,5.0,0.5,5.0
4485,9380,Candy Elisa My Love,Dance,2017,4,302650,3.5,5.0,1.0
4486,14427,Najdi Megabanana,Live,2012,2,417690,0.5,5.0,1.0
4487,5406,Remake,Electro-Pop,2012,7,274041,2.5,3.5,4.0
4488,20220,Pies Wooden Gabby,Trap,2001,8,544559,2.0,1.5,0.5
4489,43592,More Miss Just For ME,Rock,2010,14,942462,2.5,4.0,3.5
4490,20793,Cultural Pleasant Pregnant,Brit-Pop,2014,14,162292,5.0,4.0,5.0
4491,31777,The Long And Winding Road,Rap,2002,13,122683,4.0,3.0,1.0
4492,26350,Moustache Love Riding Road,Hard Rock,2003,3,69894,0.5,2.0,1.0
4493,10830,French Acura Mister,Rap,2019,15,996525,4.5,2.0,1.5
4494,19911,Nepali South Levantine Abuse,Rap,2015,5,396935,1.0,2.5,5.0
4495,43586,Headless American Chicken Too Cool,Holy Metal,2006,3,662250,0.5,2.0,1.5
4496,3656,Alleged Hunter Fish,Deep House,2010,15,452676,3.5,3.5,2.0
4497,15082,Messy Wine kill,Parody,2016,8,842688,4.0,0.5,3.5
4498,10690,Seat So Long my The Streets Arabia Complete,Country,2017,6,919119,3.0,2.5,2.5
4499,31606,Of Love Hysterical Logical Inner,Pop-Rock,2009,8,16989,2.0,2.5,3.5
4500,42720,Carrot For The Galileo,Trap,2008,11,509223,1.0,4.5,3.5
4501,9867,Truck Behind Eleven Make It Next to,Parody,2009,9,506445,3.0,2.5,1.0
4502,10145,Allegoric Turkey Chicken,Rap,2010,14,215518,2.0,2.0,5.0
4503,4806,Unicorn Huge Practical Connect Hook,Unplugged,2004,13,807007,0.5,2.5,2.5
4504,21583,The Blue Catch me,Pop,2019,11,913827,0.5,4.5,4.0
4505,3189,Typical,Compilation,2003,9,753089,1.5,2.5,2.5
4506,49991,I Ain't No Dacia Of Love Lover,Pop,2005,7,381021,1.5,5.0,3.5
4507,35404,Uzbekistan,Dance,2010,7,985767,0.5,2.5,1.0
4508,47997,Star Trek Morocco,Indie,2013,8,430872,1.5,1.5,4.5
4509,24304,Cause,Trap,2018,2,537604,5.0,0.5,3.5
4510,30655,My Big Huge Piece Of Fiat,Punk,2000,3,682925,1.0,4.5,0.5
4511,686,For You Peugeot Najdi Robbers Hare,Indie,2001,15,51188,3.0,4.0,4.0
4512,32280,The Story of,Unplugged,2004,2,859399,1.0,4.5,1.5
4513,48762,Polish,Folk,2001,14,551027,2.0,4.0,0.5
4514,17225,Green,Deep House,2012,7,215666,4.5,2.5,4.0
4515,47385,Mike Falling Island,Rock,2015,15,928908,2.0,1.0,3.5
4516,28553,Weird Try My Creator,Gospel,2010,10,762868,4.5,5.0,4.0
4517,1639,Sick Living On A Prayer,Pop,2008,4,806791,4.0,3.5,1.0
4518,44574,Coati Cow Believe,Pop,2009,10,84040,3.5,1.0,3.0
4519,41204,Moustache Love Riding Road,Hard Rock,2001,8,104505,1.0,2.5,3.5
4520,5761,On a Week Volvo,Holy Metal,2010,12,312166,1.5,5.0,4.5
4521,33824,Bring me Sunshine Of Love Mazda,Hard Rock,2010,14,168246,4.5,4.0,2.5
4522,36757,Headless American Chicken Too Cool,Holy Metal,2019,14,948763,1.5,1.5,3.0
4523,21374,I Wanna be In Acura Support Miss Johnson,Dance,2008,5,309703,4.0,2.0,1.0
4524,2128,Mad To my Best,Holy Metal,2018,2,785023,5.0,0.5,2.5
4525,34296,Engineer Escaped Impossible Luxermbourgish,Pop,2005,14,870469,5.0,0.5,3.5
4526,49227,Informal,Rap,2004,9,642666,3.5,2.0,4.5
4527,18255,Dental Hygienist,Indie,2019,2,701384,3.0,5.0,2.0
4528,9273,Alligator Weak Southern,Heavy Metal,2001,5,770328,3.0,5.0,2.5
4529,7250,Dolls,Heavy Metal,2015,11,711197,4.5,0.5,4.5
4530,38238,Mike Mine Loves Driver Explain,Lounge,2003,9,457062,5.0,1.0,3.5
4531,18725,Israel Bulgaria,Metal,2015,7,990335,4.5,3.0,5.0
4532,49584,Towering Tiny,Deep House,2003,3,517172,5.0,4.5,3.5
4533,47054,Time In the Sky Uzbek,Deep House,2003,14,397731,2.0,2.0,3.5
4534,36333,Candy Elisa My Love,Dance,2001,9,163735,3.0,1.5,4.5
4535,42673,La Moglie Of TOP Is Soprattutto,K-Pop,2006,8,346452,3.0,4.0,4.5
4536,3746,Me Gustan Las Tuertas,Latino,2015,3,697744,1.0,2.0,4.5
4537,34164,Show You are My,Rock,2008,3,574279,3.0,4.0,4.5
4538,46130,Under the,Western,2004,8,991406,4.0,4.5,3.0
4539,9247,Buick Reasonable,Black Metal,2016,6,678413,5.0,3.5,3.0
4540,19390,Falling Lemon Loves In the Sky,Indie,2000,5,754327,0.5,1.5,0.5
4541,14364,Sings,Jazz,2002,7,728004,2.0,2.0,3.5
4542,18206,Falling Lemon Loves In the Sky,Indie,2006,6,863600,4.0,1.5,2.0
4543,37594,Mobile Heat Strict,Hard Rock,2013,7,199849,2.5,4.5,4.5
4544,31119,Bislama Sick Bahasa,Pop,2004,2,988531,5.0,3.5,0.5
4545,17959,Of Love Sudden Cadillac Police Officer Noodles,Pop-Rock,2004,3,397687,0.5,0.5,4.0
4546,6885,Don't Touch My Fucile,Western,2004,5,830742,5.0,5.0,3.5
4547,39474,Pharmacist Camel Hands Come On Eleven,Retro,2015,2,29859,1.0,1.0,3.0
4548,1570,Ride White Lizard Ride,Unplugged,2017,7,955800,5.0,1.0,0.5
4549,25023,TOP Arms,Trap,2019,2,891013,3.5,0.5,1.0
4550,15065,Lemon Son Arabia,Western,2018,6,431418,4.0,1.5,3.0
4551,49703,Obviously Hunter Explain In the Sky,Indie,2016,12,435500,0.5,3.5,1.5
4552,46146,Loves Shy,Trap,2002,13,851760,0.5,1.0,5.0
4553,39939,Cadillac Bertie Big Topolino I'm Da Real,Electro-Pop,2000,8,885948,5.0,0.5,3.5
4554,12086,Diagnostic,Deep House,2008,7,427432,4.0,2.0,3.0
4555,1640,Singapore Various Talented Noodles,Compilation,2010,13,398377,4.0,3.0,4.0
4556,33896,Effect So Wild,Ambient,2013,5,435846,1.0,0.5,4.0
4557,47202,I Gotta Feeling,Rock,2008,3,837605,2.0,3.5,2.0
4558,45522,Turkish,Parody,2015,2,31194,3.5,5.0,4.5
4559,35325,Lion,Gospel,2004,3,545259,2.5,4.5,5.0
4560,22557,I Ain't No Dacia Of Love Lover,Pop,2014,5,301558,1.0,0.5,4.0
4561,39080,The Greater Weak Horses,Blues,2004,2,850676,1.0,4.0,5.0
4562,22641,Candy Elisa My Love,Dance,2008,15,588281,1.0,4.0,4.5
4563,3446,I Ain't No Dacia Of Love Lover,Pop,2011,9,949231,5.0,1.5,1.5
4564,33122,Purple Big Dreamed Tiger,Indietronica,2018,6,823756,3.0,0.5,5.0
4565,3489,In the Sky,Indie,2018,15,216233,4.5,3.0,1.5
4566,28390,Fearsome,Dance,2015,14,239411,1.5,1.5,3.5
4567,3716,Arabic,Rock,2006,3,185405,0.5,3.5,2.5
4568,6481,Towering Mare Panda,Latino,2004,12,947160,4.5,3.0,4.5
4569,17368,Colouring,Live,2000,11,789805,3.0,4.0,0.5
4570,46488,Egypt Sheet Peugeot,Black Metal,2009,13,210385,4.5,4.0,2.5
4571,23669,Bug,K-Pop,2001,10,458177,3.0,4.0,4.0
4572,28519,Aggressive Potwari Willing Fish Week,Rap,2001,11,188644,3.5,3.5,2.0
4573,48705,Don't You,Latino,2010,2,35798,0.5,0.5,1.5
4574,2197,Human,Rock,2014,12,664121,1.0,4.0,1.0
4575,30657,Nepal,Deep House,2005,7,193840,2.0,0.5,4.0
4576,30761,Zelda Power Of Darkness Arabic,Heavy Metal,2017,12,278979,1.0,2.5,2.5
4577,31661,Critical,Rap,2009,13,255852,0.5,4.5,3.5
4578,38002,Price Upset,Trap,2000,2,770446,3.5,2.0,3.0
4579,48870,Car Light Electrical Better Weak,Rock,2019,8,395504,4.5,4.0,3.0
4580,10636,Stars Reasonable Purple For Us,Progressive,2017,4,352103,2.5,0.5,1.0
4581,2298,Impressive Forever,Trap,2000,8,373931,4.5,1.0,2.0
4582,15200,Inner Finnish,Indie,2000,6,305427,3.5,1.5,3.5
4583,3568,More Miss Just For ME,Rock,2013,4,809710,3.5,4.0,1.0
4584,11695,Ride White Lizard Ride,Unplugged,2001,10,267056,1.5,4.5,4.5
4585,29839,Cadillac TOP Like Gan,Gospel,2012,4,851880,0.5,2.0,3.0
4586,33,Candy Elisa My Love,Dance,2006,8,312183,3.0,3.5,3.5
4587,2689,Steel Black Standard,Punk,2004,8,698324,3.0,2.0,3.5
4588,38440,Girl Exciting Spread Wipe Yesterday,Punk,2007,12,537218,2.0,3.5,2.5
4589,36252,I Ain't No Dacia Of Love Lover,Pop,2019,4,868562,0.5,2.5,4.0
4590,4141,Loves My Life Entertaining,Trap,2008,14,22123,1.5,1.5,4.5
4591,45316,Allegoric Turkey Chicken,Rap,2003,15,861986,2.5,2.0,2.5
4592,32138,Practical,Indie,2011,9,309852,2.5,0.5,0.5
4593,21029,Computer Army Is Rhinoceros Greed,Gospel,2018,13,706241,2.0,1.5,3.0
4594,23800,Bangladesh,Country,2001,5,186963,3.0,4.5,4.5
4595,43459,No Pantalones,Folk,2004,2,726181,1.0,2.5,1.5
4596,18622,Renault Useful Maruti Suzuki No Human Robbers,Pop,2015,2,961885,4.0,1.5,1.0
4597,9470,Zebra Cultural Pig Latin,Deep House,2015,4,883596,1.5,2.0,4.0
4598,7402,France Of Lover,Rap,2012,7,719929,3.0,3.0,4.5
4599,20153,Playing Geese Impressive Indonesian Javanese,Techno,2005,2,303713,4.0,2.5,2.0
4600,10670,Desperate My,Rap,2014,2,798007,3.0,2.0,3.0
4601,22364,Morgan Elk,Lounge,2004,3,536040,4.5,1.5,3.5
4602,13545,Life Of A Queen,Retro,2003,5,210029,4.5,2.0,2.5
4603,9003,Carrot For The Galileo,Trap,2011,10,925629,4.5,4.5,1.0
4604,34068,Plumber Remarkable Aggressive Strict Noodles,Holy Metal,2007,11,970137,3.5,0.5,4.0
4605,24217,Miss,Pop,2011,8,900603,4.5,5.0,5.0
4606,13211,Skoda Marketing DJ Mix Shop,Metal,2011,9,936567,4.5,3.5,1.0
4607,21707,Mix Netherlands Immediate,Live,2005,8,375487,2.0,3.5,3.5
4608,9262,Icelandic Incredible Computer Hardware,Indie,2008,14,834072,0.5,3.5,1.0
4609,28728,South Levantine The Queen,Gospel,2012,5,730721,3.5,4.5,2.0
4610,19277,Connect Wand Stereotyped,Indie,2013,7,448292,3.5,3.5,5.0
4611,33703,kill Follow Nervous Strict,Punk,2006,5,226786,2.0,0.5,3.0
4612,8556,Afraid Former Assistant Zinc,Compilation,2012,10,877381,1.5,3.5,0.5
4613,36469,No Pantalones Parakeet Bertie Said Deaf,Blues,2013,2,443337,4.0,3.0,1.0
4614,7870,My Beautiful Ponch,Blues,2006,5,593424,4.5,0.5,4.0
4615,22533,I Ain't No Is Audi,Indietronica,2011,7,926692,1.0,0.5,4.0
4616,15159,Advisor Miss,Country,2015,8,16423,1.5,2.0,1.5
4617,41501,Color Psychedelic,J-Rock,2008,14,490087,5.0,1.5,3.0
4618,36054,Country I'm Gonna Butter Exciting Logical,Indie,2011,12,233458,0.5,2.5,2.5
4619,41163,Is Administrator Standard Repeat,Western,2011,4,283390,3.5,3.0,1.0
4620,46489,Geese Jinyu,Alternative,2012,2,375129,1.0,4.5,3.5
4621,5551,Summer I Wanna be In Size I'm Da Real Four,J-Rock,2006,7,182605,5.0,3.5,3.5
4622,27223,California Morgan Farmer Strong I used to,Pop,2018,4,316950,3.0,3.5,1.5
4623,1428,My Best Vanuatu Bahasa,Punk,2004,15,835850,2.5,5.0,3.5
4624,46086,Allegoric Turkey Chicken,Rap,2002,3,850740,2.5,3.5,3.5
